instance 	 n 	 Gamma 	 Delta 	 K 	 status 	 objbound 	 objval 	 mipgap 	 runtime 
13 	 20 	 7 	 0 	 2 	 2 	  12105.00 	 12105.00 	 0.0000 	 4.17 
13 	 20 	 7 	 1 	 2 	 9 	  0.00 	 12064.84 	 1.0000 	 600.02 
13 	 20 	 7 	 2 	 2 	 9 	  0.00 	 12105.00 	 1.0000 	 600.09 
13 	 20 	 7 	 3 	 2 	 9 	  0.00 	 12157.70 	 1.0000 	 602.90 
14 	 20 	 3 	 2 	 2 	 9 	  0.00 	 14368.38 	 1.0000 	 600.08 
14 	 20 	 5 	 2 	 2 	 9 	  0.00 	 15866.81 	 1.0000 	 600.03 
14 	 20 	 7 	 0 	 2 	 2 	  17149.00 	 17149.00 	 0.0000 	 134.13 
14 	 20 	 7 	 1 	 2 	 9 	  0.00 	 17071.72 	 1.0000 	 600.06 
14 	 20 	 7 	 2 	 2 	 9 	  0.00 	 17079.04 	 1.0000 	 600.18 
14 	 20 	 7 	 3 	 2 	 9 	  0.00 	 17230.09 	 1.0000 	 600.28 
15 	 20 	 3 	 2 	 2 	 9 	  0.00 	 10988.97 	 1.0000 	 600.13 
15 	 20 	 5 	 2 	 2 	 9 	  0.00 	 12302.00 	 1.0000 	 600.03 
15 	 20 	 7 	 0 	 2 	 2 	  13468.38 	 13469.00 	 0.0000 	 94.21 
15 	 20 	 7 	 1 	 2 	 9 	  0.00 	 13458.89 	 1.0000 	 604.12 
15 	 20 	 7 	 2 	 2 	 9 	  0.00 	 13579.36 	 1.0000 	 600.21 
15 	 20 	 7 	 3 	 2 	 9 	  0.00 	 13499.00 	 1.0000 	 600.98 
16 	 20 	 3 	 2 	 2 	 9 	  0.00 	 13236.88 	 1.0000 	 600.25 
16 	 20 	 5 	 2 	 2 	 9 	  0.00 	 15248.00 	 1.0000 	 600.03 
16 	 20 	 7 	 0 	 2 	 9 	  16817.64 	 17005.00 	 0.0110 	 600.05 
16 	 20 	 7 	 1 	 2 	 9 	  0.00 	 17026.78 	 1.0000 	 605.41 
16 	 20 	 7 	 2 	 2 	 9 	  0.00 	 16985.63 	 1.0000 	 600.07 
16 	 20 	 7 	 3 	 2 	 9 	  0.00 	 17129.63 	 1.0000 	 601.83 
17 	 20 	 3 	 2 	 2 	 9 	  0.00 	 13485.64 	 1.0000 	 600.01 
17 	 20 	 5 	 2 	 2 	 9 	  0.00 	 15259.96 	 1.0000 	 600.04 
17 	 20 	 7 	 0 	 2 	 2 	  16914.00 	 16914.00 	 0.0000 	 156.96 
17 	 20 	 7 	 1 	 2 	 9 	  0.00 	 16903.03 	 1.0000 	 607.69 
17 	 20 	 7 	 2 	 2 	 9 	  0.00 	 16924.46 	 1.0000 	 600.05 
17 	 20 	 7 	 3 	 2 	 9 	  0.00 	 17050.00 	 1.0000 	 600.55 
18 	 20 	 3 	 2 	 2 	 9 	  0.00 	 10116.00 	 1.0000 	 600.03 
18 	 20 	 5 	 2 	 2 	 9 	  0.00 	 11617.23 	 1.0000 	 602.29 
18 	 20 	 7 	 0 	 2 	 2 	  12769.00 	 12769.00 	 0.0000 	 7.80 
18 	 20 	 7 	 1 	 2 	 9 	  0.00 	 12810.77 	 1.0000 	 605.95 
18 	 20 	 7 	 2 	 2 	 9 	  0.00 	 12830.25 	 1.0000 	 600.07 
18 	 20 	 7 	 3 	 2 	 9 	  0.00 	 12738.09 	 1.0000 	 600.31 
19 	 20 	 3 	 2 	 2 	 9 	  0.00 	 13145.07 	 1.0000 	 600.07 
19 	 20 	 5 	 2 	 2 	 9 	  0.00 	 14524.00 	 1.0000 	 600.24 
19 	 20 	 7 	 0 	 2 	 2 	  15709.00 	 15709.00 	 0.0000 	 15.41 
19 	 20 	 7 	 1 	 2 	 9 	  0.00 	 15704.51 	 1.0000 	 607.10 
19 	 20 	 7 	 2 	 2 	 9 	  0.00 	 15709.00 	 1.0000 	 600.17 
19 	 20 	 7 	 3 	 2 	 9 	  0.00 	 15830.94 	 1.0000 	 601.57 
20 	 20 	 3 	 2 	 2 	 9 	  0.00 	 16255.00 	 1.0000 	 600.09 
20 	 20 	 5 	 2 	 2 	 9 	  0.00 	 17639.96 	 1.0000 	 600.33 
20 	 20 	 7 	 0 	 2 	 9 	  18797.66 	 18898.00 	 0.0053 	 600.04 
20 	 20 	 7 	 1 	 2 	 9 	  0.00 	 18862.57 	 1.0000 	 600.19 
20 	 20 	 7 	 2 	 2 	 9 	  0.00 	 18872.39 	 1.0000 	 600.14 
20 	 20 	 7 	 3 	 2 	 9 	  0.00 	 18931.52 	 1.0000 	 600.19 
