instance 	 n 	 Gamma 	 Delta 	 status 	 objbound 	 objval 	 mipgap 	 runtime 
18 	 20 	 7 	 2 	 2 	 12690.86 	 12690.86 	 0.0000 	 452.26 
18 	 20 	 7 	 3 	 2 	 12690.86 	 12690.86 	 0.0000 	 416.59 
19 	 20 	 3 	 2 	 2 	 13024.18 	 13024.18 	 0.0000 	 373.25 
19 	 20 	 5 	 2 	 2 	 14377.05 	 14377.05 	 0.0000 	 384.87 
19 	 20 	 7 	 0 	 2 	 15708.17 	 15709.00 	 0.0001 	 0.35 
19 	 20 	 7 	 1 	 9 	 15534.94 	 15662.88 	 0.0082 	 600.01 
19 	 20 	 7 	 2 	 2 	 15662.88 	 15662.88 	 0.0000 	 426.57 
19 	 20 	 7 	 3 	 2 	 15662.88 	 15662.88 	 0.0000 	 427.22 
20 	 20 	 3 	 2 	 2 	 16193.85 	 16193.85 	 0.0000 	 321.25 
20 	 20 	 5 	 2 	 2 	 17530.85 	 17530.85 	 0.0000 	 425.47 
20 	 20 	 7 	 0 	 2 	 18898.00 	 18898.00 	 0.0000 	 3.60 
20 	 20 	 7 	 1 	 9 	 18641.61 	 18663.15 	 0.0012 	 600.04 
20 	 20 	 7 	 2 	 2 	 18657.76 	 18657.76 	 0.0000 	 521.77 
20 	 20 	 7 	 3 	 2 	 18657.76 	 18657.76 	 0.0000 	 485.34 
